Hotel_Name,Hotel_Address,Average_Score,lat,lng,location,country,address
Innkeeper s Lodge London Greenwich,291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,8.2,51.4801631,-0.0097201,London,United Kingdom,"The Mitre Hotel, 291, Greenwich High Road, East Greenwich, Royal Borough of Greenwich, London, Greater London, England, SE10 8NA, United Kingdom"
Morgan Mees,2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,8.8,52.3743712,4.8746196,Leiden,Netherlands,"2, Hugo De Grootstraat, Vreewijk, Leiden, South Holland, 2311XL, Netherlands"
Hotel Duminy Vendome,3 5 rue du Mont Thabor 1st arr 75001 Paris France,8.2,48.8654726,2.3292934,Épinay-sur-Seine,France,"5, Rue Du Mont, Épinay-sur-Seine, Épinay-sur-Seine, Seine-Saint-Denis, 93800, France"
Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,3 avenue Mac Mahon 17th arr 75017 Paris France,8.4,48.8753837,2.2944651,Paris,France,"3, Avenue Mac-Mahon, Ternes, Paris, Paris, 75017, France"
Holiday Inn London Mayfair,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,8.0,51.507746,-0.1422993,London,United Kingdom,"3, Berkeley Street, Mayfair, London, Greater London, W1J 8DN, United Kingdom"
H tel Recamier,3 Bis Place Saint Sulpice 6th arr 75006 Paris France,9.0,48.8503493,2.3344305,Saint-Cloud,France,"3 Bis, Rue d'Orléans, Saint-Cloud, Saint-Cloud, Hauts-de-Seine, 92210, France"
TRYP Paris Op ra,3 Boulevard Montmartre 2nd arr 75002 Paris France,7.8,48.8713619,2.3426375,Paris,France,"3, Boulevard Montmartre, Vivienne, Paris, Paris, 75002, France"
Royal Saint Michel,3 Boulevard Saint Michel 5th arr 75005 Paris France,8.0,48.8528364,2.3440803,Paris,France,"3, Boulevard Saint-Michel, Sorbonne, Paris, Paris, 75005, France"
Paddington Court Executive Rooms,3 Devonshire Terrace Westminster Borough London W2 3DN United Kingdom,7.9,51.5138357,-0.1797976,London,United Kingdom,"3, Devonshire Square, Bishopsgate, London, Greater London, EC2M 4YA, United Kingdom"
Novotel London Paddington,3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,8.5,51.519032,-0.1825943,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Hyatt Regency Paris Etoile,3 Place du G n ral Koenig 17th arr 75017 Paris France,7.1,48.8802782,2.2843852,Paris,France,"Paris, Paris, France"
Relais Saint Jacques,3 Rue Abb De L Ep e 5th arr 75005 Paris France,8.7,48.8430523,2.3422519,Paris,France,"3, Rue Des Abbesses, Clignancourt, Paris, Paris, 75018, France"
Hotel Cambon,3 Rue Cambon 1st arr 75001 Paris France,8.3,48.866435,2.3251076,Paris,France,"3, Rue Cambon, Place Vendome, Paris, Paris, 75001, France"
Mercure Paris Montmartre Sacr Coeur,3 Rue Caulaincourt 18th arr 75018 Paris France,8.4,48.8852794,2.3301021,Paris,France,"3, Rue Caulaincourt, Grandes Carrieres, Paris, Paris, 75018, France"
Relais Christine,3 Rue Christine 6th arr 75006 Paris France,9.1,48.8542454,2.339956,Paris,France,"3, Rue Christine, La Monnaie, Paris, Paris, 75006, France"
Les Matins de Paris Spa,3 rue Clauzel 9th arr 75009 Paris France,8.6,48.878932,2.3394182,Paris,France,"3, Rue Clauzel, Saint-Georges, Paris, Paris, 75009, France"
Hotel Square,3 Rue De Boulainvilliers 16th arr 75016 Paris France,8.5,48.851589,2.2777274,Paris,France,"3, Rue De Boulainvilliers, d'Auteuil, Paris, Paris, 75016, France"
H tel Bourgogne Montana by MH,3 rue de Bourgogne 7th arr 75007 Paris France,8.9,48.8601927,2.318423,Paris,France,"3, Rue De Bourgogne, Invalides, Paris, Paris, 75007, France"
The Westin Paris Vend me,3 rue de Castiglione 1st arr 75001 Paris France,8.1,48.8657394,2.3274415,Paris,France,"3, Rue De Castiglione, Place Vendome, Paris, Paris, 75001, France"
Hotel Montalembert,3 Rue de Montalembert 7th arr 75007 Paris France,8.5,48.8567042,2.3277805,Paris,France,"3, Rue Montalembert, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
H tel Mathis Elys es,3 rue de Ponthieu 8th arr 75008 Paris France,8.7,48.8700325,2.3112736,Paris,France,"3, Rue De Ponthieu, Faubourg du Roule, Paris, Paris, 75008, France"
Le Saint Hotel Paris,3 rue du Pr aux Clercs 7th arr 75007 Paris France,8.8,48.8565421,2.3303504,Paris,France,"3, Rue Du Pré Aux Clercs, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
Hotel Le Squara,3 rue Lepic 18th arr 75018 Paris France,8.3,48.884165,2.3328261,Paris,France,"3, Rue Lepic, Grandes Carrieres, Paris, Paris, 75018, France"
L Hotel Pergol se Paris,3 Rue Pergolese 16th arr 75116 Paris France,8.2,48.8756618,2.2863468,Paris,France,"3, Rue Pergolèse, Chaillot, Paris, Paris, 75016, France"
H tel Mayfair Paris,3 Rue Rouget De Lisle 1st arr 75001 Paris France,8.5,48.8661363,2.3260648,Saint-Prix,France,"3, Rue Rouget De Lisle, Saint-Prix, Saint-Leu-la-Forêt, Val-d'Oise, 95390, France"
Best Western Plus de Neuville Arc de Triomphe,3 Rue Verniquet 17th arr 75017 Paris France,8.0,48.8869128,2.3004034,Paris,France,"3, Rue Verniquet, La Plaine Monceau, Paris, Paris, 75017, France"
South Place Hotel,3 South Place City of London London EC2M 2AF United Kingdom,9.3,51.5189182,-0.0866009,City of London,United Kingdom,"South Place, Bishopsgate Without, City of London, Greater London, England, EC2M 2AF, United Kingdom"
The Royal Park Hotel,3 Westbourne Terrace Lancaster Gate Westminster Borough London W2 3UL United Kingdom,8.7,51.5142054,-0.1766098,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Holiday Inn Paris Op ra Grands Boulevards,30 32 Boulevard Poissonni re 9th arr 75009 Paris France,8.2,48.8715469,2.3439622,Paris,France,"32, Boulevard Poissonnière, Faubourg Montmartre, Paris, Paris, 75009, France"
Henley House Hotel,30 Barkston Gardens Kensington and Chelsea London SW5 0EN United Kingdom,8.6,51.4922348,-0.1914229,London,United Kingdom,"Henley House Hotel, 30, Barkston Gardens, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0EW, United Kingdom"
Holiday Inn London Camden Lock,30 Jamestown Road Camden London NW1 7BY United Kingdom,8.6,51.5404555,-0.1460833,London,United Kingdom,"Jamestown Road, Primrose Hill, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 7DJ, United Kingdom"
DoubleTree by Hilton London Westminster,30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,8.5,51.4932356,-0.1269082,London,United Kingdom,"30, John Islip Street, Westminster, London, Greater London, SW1P 4DD, United Kingdom"
Blakemore Hyde Park,30 Leinster Gardens Bayswater Westminster Borough London W2 3AN United Kingdom,8.5,51.5129736,-0.1837431,London,United Kingdom,"30, Ennismore Gardens, Knightsbridge, London, Greater London, SW7 1AD, United Kingdom"
Hyatt Regency London The Churchill,30 Portman Square Westminster Borough London W1H 7BH United Kingdom,8.7,51.5156471,-0.1572443,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
Rathbone,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,8.3,51.5186801,-0.1354055,London,United Kingdom,"30, Rathbone Street, Fitzrovia, London, Greater London, W1T 1RP, United Kingdom"
Le Belmont Champs Elys es,30 Rue de Bassano 16th arr 75016 Paris France,8.3,48.8691984,2.2979052,Paris,France,"30, Rue De Bassano, Chaillot, Paris, Paris, 75016, France"
Duret,30 Rue Duret 16th arr 75016 Paris France,8.4,48.8752553,2.286653,Paris,France,"30, Rue Duret, Chaillot, Paris, Paris, 75016, France"
H tel Elysees Mermoz,30 Rue Jean Mermoz 8th arr 75008 Paris France,8.7,48.8715079,2.3122259,Paris,France,"30, Rue Jean Mermoz, La Madeleine, Paris, Paris, 75008, France"
Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France,8.7,48.8703672,2.2938868,Paris,France,"30, Rue La Pérouse, Chaillot, Paris, Paris, 75016, France"
BoB Hotel by Elegancia,30 rue Pernety 14th arr 75014 Paris France,9.0,48.8335233,2.3191194,Paris,France,"30, Rue Pernety, Plaisance, Paris, Paris, 75014, France"
Comfort Inn Suites Kings Cross St Pancras,31 33 Argyle Street Camden London WC1H 8EP United Kingdom,8.1,51.5289499,-0.1232979,London,United Kingdom,"Argyle Street, King's Cross, London Borough of Camden, London, Greater London, England, WC1H 8ER, United Kingdom"
The Queens Gate Hotel,31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,8.2,51.4981225,-0.1799693,London,United Kingdom,"Queen's Gate Hotel, 31-34, Queen's Gate, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 5JA, United Kingdom"
Grange Langham Court Hotel,31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,7.9,51.5189077,-0.1421957,London,United Kingdom,"31-35, Langham Street, Fitzrovia, London, Greater London, W1W 6RB, United Kingdom"
Radisson Blu Edwardian Hampshire,31 36 Leicester Square Westminster Borough London WC2H 7LH United Kingdom,8.7,51.509963,-0.129797,London,United Kingdom,"31-36, Leicester Square, Leicester Square, London, Greater London, WC2H 7EL, United Kingdom"
Four Seasons Hotel George V Paris,31 Avenue George V 8th arr 75008 Paris France,9.3,48.8687512,2.3001692,Paris,France,"31, Avenue George V, Champs-Elysees, Paris, Paris, 75008, France"
The Marble Arch London,31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom,8.1,51.5151247,-0.1600656,London,United Kingdom,"Borough, London, Greater London, SE1 0DB, United Kingdom"
H tel Fabric,31 rue de la Folie M ricourt 11th arr 75011 Paris France,9.3,48.8629329,2.3723823,Paris,France,"31, Rue De La Folie-Méricourt, Saint-Ambroise, Paris, Paris, 75011, France"
H tel du Minist re,31 Rue de Surene 8th arr 75008 Paris France,8.8,48.8712877,2.3191903,Paris,France,"31, Rue De Surène, La Madeleine, Paris, Paris, 75008, France"
Shangri La Hotel at The Shard London,31 St Thomas Street Southwark London SE1 9QU United Kingdom,9.4,51.5044972,-0.0855562,London,United Kingdom,"Bar 31, 31, St. Thomas Street, Bermondsey Village, The Borough, London Borough of Southwark, London, Greater London, England, SE1 9QU, United Kingdom"
Hotel Les Bulles De Paris,32 rue des Ecoles 5th arr 75005 Paris France,8.2,48.849147,2.3471935,Paris,France,"32, Rue Des Ecoles, Sorbonne, Paris, Paris, 75005, France"
Acad mie H tel Saint Germain,32 rue des Saints P res 7th arr 75007 Paris France,9.0,48.855263,2.3305901,Paris,France,"32, Rue Des Saints-Pères, Saint-Thomas d'Aquin, Paris, Paris, 75007, France"
Plaza Tour Eiffel,32 Rue Greuze 16th arr 75016 Paris France,8.5,48.8645647,2.2821827,Paris,France,"32, Rue Greuze, Porte Dauphine, Paris, Paris, 75016, France"
Park Grand London Kensington,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,8.4,51.4938468,-0.1917582,London,United Kingdom,"Park Grand London Kensington, 33-37, Hogarth Road, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0QH, United Kingdom"
Rocco Forte Brown s Hotel,33 Albemarle Street Mayfair Westminster Borough London W1S 4BP United Kingdom,9.1,51.5090558,-0.1421661,London,United Kingdom,"33, Albemarle Street, Mayfair, London, Greater London, W1S 4BP, United Kingdom"
Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France,7.9,48.8740463,2.300196,Paris,France,"33, Avenue De Friedland, Faubourg du Roule, Paris, Paris, 75008, France"
Best Western Allegro Nation,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,7.8,48.8430891,2.4049867,Paris,France,"33, Avenue Du Docteur Arnold Netter, Bel-Air, Paris, Paris, 75012, France"
Prince de Galles a Luxury Collection hotel Paris,33 avenue George V 8th arr 75008 Paris France,9.0,48.869143,2.3006526,Paris,France,"33, Avenue George V, Champs-Elysees, Paris, Paris, 75008, France"
The Beaufort,33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8.8,51.4978466,-0.164156,London,United Kingdom,"The Beaufort Hotel, 33, Beaufort Gardens, Hans Town, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1PW, United Kingdom"
H tel La Parizienne by Elegancia,33 Boulevard du Montparnasse 6th arr 75006 Paris France,8.5,48.8450894,2.3209503,Paris,France,"33, Boulevard Du Montparnasse, Notre-Dame des Champs, Paris, Paris, 75006, France"
Madeleine Plaza,33 place de la Madeleine 8th arr 75008 Paris France,8.4,48.8710402,2.3248014,Paris,France,"33, Place De La Madeleine, La Madeleine, Paris, Paris, 75008, France"
Blakes Hotel,33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,8.0,51.4892447,-0.1803196,London,United Kingdom,"Blakes Hotel, 33, Roland Gardens, The Boltons, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 3PG, United Kingdom"
Castille Paris Starhotels Collezione,33 Rue Cambon 1st arr 75001 Paris France,8.7,48.8682978,2.3268027,Paris,France,"33, Rue Cambon, Place Vendome, Paris, Paris, 75001, France"
H tel D Aubusson,33 Rue Dauphine 6th arr 75006 Paris France,9.4,48.8547329,2.3395277,Paris,France,"33, Rue Dauphine, La Monnaie, Paris, Paris, 75006, France"
Hotel Oscar,33 rue Marbeuf 8th arr 75008 Paris France,8.5,48.8694755,2.3046954,Paris,France,"33, Rue Marbeuf, Champs-Elysees, Paris, Paris, 75008, France"
Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,7.7,48.8354314,2.321142,Paris,France,"33, Rue Raymond Losserand, Plaisance, Paris, Paris, 75014, France"
The Westbridge Hotel,335 337 High Street Stratford Newham London E15 2TF United Kingdom,9.0,51.5373904,-0.0023367,London,United Kingdom,"The Westbridge Hotel, 335-337, High Street, Stratford Marsh, London Borough of Newham, London, Greater London, England, E15 2TF, United Kingdom"
Courthouse Hotel Shoreditch,335 337 Old Street Hackney London EC1V 9LL United Kingdom,8.9,51.5273442,-0.0796152,London,United Kingdom,"Courthouse Hotel Shoreditch, 335-337, Old Street, Shoreditch, London Borough of Hackney, London, Greater London, England, EC1V 9LL, United Kingdom"
ME London by Melia,336 337 Strand London Westminster Borough London WC2R 1HA United Kingdom,9.2,51.511879,-0.118552,London,United Kingdom,"Strand, St Clement Danes, Holborn, Islington, London, Greater London, England, WC2R 1DH, United Kingdom"
Grange Clarendon Hotel,34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,8.1,51.5197933,-0.1241844,London,United Kingdom,"Bedford Place, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 4HP, United Kingdom"
Hotel Indigo London Kensington,34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,9.1,51.4920287,-0.1917801,London,United Kingdom,"Hotel Indigo London - Kensington, 34-44, Barkston Gardens, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0EW, United Kingdom"
